Timestamp,System_Uptime,State,EAR,MAR,Pitch,Yaw,Roll,Risk,Attention,Blink_Count,Yawn_Count,Alert_Active,Latency_MS
2026-06-01 19:10:50,27.84,CALIBRATING,0.215,0.639,51.7,3.8,0.4,0.15,100.0,1,0,0,312.35
2026-06-01 19:10:52,29.24,CALIBRATING,0.239,0.619,50.2,9.6,-4.6,0.14,100.0,1,0,0,226.00
2026-06-01 19:10:53,30.48,CALIBRATING,0.253,0.616,49.4,1.3,-1.3,0.13,100.0,1,0,0,227.83
2026-06-01 19:10:54,31.83,CALIBRATING,0.263,0.623,50.8,0.5,0.0,0.12,100.0,1,0,0,229.78
2026-06-01 19:10:56,33.18,CALIBRATING,0.267,0.619,49.3,0.3,1.3,0.11,100.0,1,0,0,238.98
2026-06-01 19:10:57,34.48,CALIBRATING,0.262,0.626,48.5,6.1,3.0,0.10,100.0,1,0,0,244.38
2026-06-01 19:10:58,35.83,CALIBRATING,0.266,0.635,51.4,3.6,0.0,0.09,100.0,1,0,0,251.55
2026-06-01 19:11:00,37.20,CALIBRATING,0.265,0.630,53.2,4.6,0.9,0.09,100.0,1,0,0,269.69
2026-06-01 19:11:01,38.54,CALIBRATING,0.274,0.635,52.7,3.5,0.9,0.08,100.0,1,0,0,288.07
2026-06-01 19:11:02,39.91,CALIBRATING,0.279,0.642,52.7,0.7,0.9,0.08,100.0,1,0,0,306.97
2026-06-01 19:11:04,41.22,CALIBRATING,0.290,0.638,53.0,2.2,0.9,0.07,100.0,1,0,0,325.07
2026-06-01 19:11:05,42.65,CALIBRATING,0.291,0.641,53.1,4.0,1.3,0.07,100.0,1,0,0,343.39
2026-06-01 19:11:07,44.11,CALIBRATING,0.291,0.645,53.1,0.3,0.4,0.06,100.0,1,0,0,364.34
2026-06-01 19:11:08,45.12,ATTENTIVE,0.298,0.646,53.1,3.9,0.4,0.06,100.0,1,0,0,378.17
2026-06-01 19:11:09,46.48,ATTENTIVE,0.288,0.648,53.3,3.7,0.0,0.06,100.0,1,0,0,396.50
2026-06-01 19:11:10,47.64,ATTENTIVE,0.281,0.647,53.4,4.1,1.3,0.05,100.0,1,0,0,406.53
2026-06-01 19:11:11,48.77,ATTENTIVE,0.274,0.648,53.6,3.9,1.7,0.05,100.0,1,0,0,414.38
2026-06-01 19:11:12,49.89,ATTENTIVE,0.267,0.646,53.5,1.5,0.0,0.05,100.0,1,0,0,421.17
2026-06-01 19:11:14,51.02,ATTENTIVE,0.260,0.649,53.5,1.4,0.4,0.05,100.0,1,0,0,425.77
2026-06-01 19:11:15,52.23,ATTENTIVE,0.243,0.648,53.4,1.7,0.9,0.05,100.0,1,0,0,436.13
2026-06-01 19:11:16,53.43,ATTENTIVE,0.242,0.649,53.5,3.3,0.9,0.05,100.0,1,0,0,441.89
2026-06-01 19:11:17,54.61,ATTENTIVE,0.250,0.645,53.4,3.9,0.4,0.04,100.0,1,0,0,457.98
2026-06-01 19:11:18,55.77,ATTENTIVE,0.261,0.646,53.3,3.5,0.0,0.04,100.0,1,0,0,474.56
2026-06-01 19:11:20,57.15,ATTENTIVE,0.280,0.639,53.2,1.9,0.4,0.04,100.0,1,0,0,486.32
2026-06-01 19:11:21,58.50,ATTENTIVE,0.279,0.638,53.3,3.4,0.4,0.04,100.0,1,0,0,496.29
2026-06-01 19:11:22,59.93,ATTENTIVE,0.264,0.633,53.4,2.4,0.4,0.04,100.0,1,0,0,504.37
2026-06-01 19:11:24,61.40,ATTENTIVE,0.255,0.631,53.4,3.8,0.9,0.04,100.0,1,0,0,515.14
2026-06-01 19:11:25,62.85,ATTENTIVE,0.241,0.631,53.4,0.6,0.9,0.04,100.0,1,0,0,522.75
2026-06-01 19:11:27,64.26,ATTENTIVE,0.223,0.636,53.4,1.4,0.4,0.04,100.0,1,0,0,530.29
2026-06-01 19:11:28,65.48,ATTENTIVE,0.221,0.636,53.4,1.6,0.0,0.04,100.0,1,0,0,539.43
2026-06-01 19:11:29,66.73,ATTENTIVE,0.219,0.638,53.3,-0.9,-0.4,0.04,100.0,1,0,0,544.70
2026-06-01 19:11:31,68.39,ATTENTIVE,0.218,0.642,53.3,1.1,0.0,0.03,100.0,1,0,0,554.22
2026-06-01 19:11:32,69.92,ATTENTIVE,0.228,0.642,53.4,5.5,2.2,0.03,100.0,1,0,0,566.44
2026-06-01 19:11:34,71.17,ATTENTIVE,0.234,0.643,53.5,4.1,1.3,0.03,100.0,1,0,0,574.37
2026-06-01 19:11:35,72.41,ATTENTIVE,0.228,0.649,53.5,3.7,2.7,0.03,100.0,1,0,0,580.19
2026-06-01 19:11:36,73.80,ATTENTIVE,0.227,0.646,53.1,0.6,1.4,0.03,100.0,1,0,0,588.08
2026-06-01 19:11:37,74.63,ATTENTIVE,0.226,0.646,52.9,1.6,2.7,0.03,100.0,1,0,0,591.18
2026-06-01 19:11:38,75.90,ATTENTIVE,0.225,0.641,52.9,1.4,1.8,0.03,100.0,1,0,0,582.57
2026-06-01 19:11:40,77.07,ATTENTIVE,0.230,0.641,53.0,-0.7,1.8,0.03,100.0,1,0,0,571.85
2026-06-01 19:11:41,78.33,ATTENTIVE,0.227,0.640,53.2,-0.0,1.3,0.03,100.0,1,0,0,560.05
2026-06-01 19:11:42,79.47,ATTENTIVE,0.231,0.639,53.2,1.2,2.3,0.03,100.0,1,0,0,548.73
2026-06-01 19:11:43,80.66,ATTENTIVE,0.238,0.634,53.2,1.9,1.8,0.03,100.0,1,0,0,530.69
2026-06-01 19:11:44,81.75,ATTENTIVE,0.238,0.633,53.2,1.9,1.8,0.03,100.0,1,0,0,512.04
2026-06-01 19:11:45,82.87,ATTENTIVE,0.231,0.643,53.1,-1.1,1.4,0.02,100.0,1,0,0,490.62
2026-06-01 19:11:47,84.02,ATTENTIVE,0.226,0.646,53.2,1.2,2.3,0.02,100.0,1,0,0,470.79
2026-06-01 19:11:48,85.13,ATTENTIVE,0.226,0.647,53.1,0.2,2.3,0.02,100.0,1,0,0,445.63
2026-06-01 19:11:49,86.34,ATTENTIVE,0.227,0.643,53.1,1.9,1.8,0.02,100.0,1,0,0,416.22
2026-06-01 19:11:50,87.46,ATTENTIVE,0.224,0.648,52.8,1.6,1.4,0.02,100.0,1,0,0,391.79
2026-06-01 19:11:51,88.57,ATTENTIVE,0.212,0.675,52.7,2.8,1.8,0.01,100.0,1,0,0,365.40
2026-06-01 19:11:52,89.69,ATTENTIVE,0.208,0.726,52.9,1.1,1.3,0.01,100.0,1,0,0,333.65
2026-06-01 19:11:53,90.85,ATTENTIVE,0.213,0.724,52.9,0.9,1.8,0.00,100.0,1,0,0,308.33
2026-06-01 19:11:54,91.98,ATTENTIVE,0.214,0.686,52.9,0.5,1.4,0.00,100.0,1,0,0,286.70
2026-06-01 19:11:56,93.05,ATTENTIVE,0.216,0.642,53.3,0.3,1.8,0.00,100.0,1,0,0,284.32
2026-06-01 19:11:57,94.18,ATTENTIVE,0.225,0.633,53.1,0.5,1.4,0.00,100.0,1,0,0,283.02
2026-06-01 19:11:58,95.22,ATTENTIVE,0.202,0.639,53.1,0.5,2.7,0.00,100.0,1,0,0,279.59
2026-06-01 19:11:59,96.33,ATTENTIVE,0.175,0.647,53.1,1.0,2.7,0.04,100.0,1,0,0,278.54
2026-06-01 19:12:00,97.57,ATTENTIVE,0.182,0.650,53.1,1.8,2.3,0.17,87.5,1,0,0,279.39
2026-06-01 19:12:01,98.83,FATIGUED,0.203,0.640,53.5,-1.6,0.0,0.22,74.2,2,0,0,281.76
2026-06-01 19:12:03,100.10,FATIGUED,0.224,0.633,53.6,-0.4,0.9,0.12,73.9,2,0,0,284.28
2026-06-01 19:12:04,101.31,FATIGUED,0.244,0.628,53.0,-1.0,0.0,0.07,76.3,2,0,0,285.51
2026-06-01 19:12:05,102.52,ATTENTIVE,0.233,0.639,52.8,1.9,1.8,0.04,78.7,2,0,0,286.12
2026-06-01 19:12:06,103.65,ATTENTIVE,0.227,0.639,52.6,-0.8,0.9,0.03,80.5,2,0,0,287.91
2026-06-01 19:12:07,104.84,ATTENTIVE,0.244,0.640,52.5,0.2,0.9,0.02,82.9,2,0,0,288.60
2026-06-01 19:12:09,106.08,ATTENTIVE,0.229,0.636,52.8,2.6,2.7,0.02,85.3,2,0,0,290.65
2026-06-01 19:12:10,107.33,ATTENTIVE,0.222,0.646,52.8,0.5,1.4,0.02,87.7,2,0,0,292.35
2026-06-01 19:12:11,108.59,ATTENTIVE,0.234,0.645,52.8,3.8,2.2,0.02,90.1,2,0,0,295.72
2026-06-01 19:12:12,109.80,ATTENTIVE,0.223,0.642,52.6,4.4,1.8,0.01,92.5,2,0,0,295.55
2026-06-01 19:12:13,110.95,ATTENTIVE,0.226,0.645,53.0,3.0,0.0,0.01,94.9,2,0,0,296.60
2026-06-01 19:12:15,112.14,ATTENTIVE,0.246,0.655,53.7,6.4,0.4,0.01,97.3,2,0,0,297.76
2026-06-01 19:12:16,113.36,ATTENTIVE,0.252,0.654,54.0,6.0,1.3,0.01,99.7,2,0,0,300.18
2026-06-01 19:12:17,114.52,ATTENTIVE,0.258,0.643,54.2,3.9,0.0,0.01,100.0,2,0,0,302.15
2026-06-01 19:12:18,115.69,ATTENTIVE,0.269,0.647,54.1,5.0,0.0,0.01,100.0,2,0,0,301.22
2026-06-01 19:12:19,116.76,ATTENTIVE,0.278,0.653,54.1,4.4,0.0,0.01,100.0,2,0,0,299.02
2026-06-01 19:12:20,117.87,ATTENTIVE,0.291,0.652,54.2,4.1,-0.4,0.01,100.0,2,0,0,296.55
2026-06-01 19:12:22,119.03,ATTENTIVE,0.277,0.662,54.3,-0.2,-1.8,0.01,100.0,2,0,0,294.34
2026-06-01 19:12:23,120.21,ATTENTIVE,0.258,0.663,53.7,-1.2,-3.5,0.01,100.0,2,0,0,295.75
2026-06-01 19:12:24,121.40,ATTENTIVE,0.211,0.653,53.3,-2.4,-1.8,0.01,100.0,2,0,0,293.85
2026-06-01 19:12:25,122.49,ATTENTIVE,0.174,0.646,53.6,-0.3,-0.4,0.09,96.9,2,0,0,291.90
2026-06-01 19:12:26,123.68,ATTENTIVE,0.187,0.647,53.6,-1.4,-0.4,0.21,84.1,2,0,0,290.67
2026-06-01 19:12:27,124.83,FATIGUED,0.179,0.644,53.5,-0.9,-0.4,0.32,70.6,2,0,0,289.29
2026-06-01 19:12:28,125.92,FATIGUED,0.187,0.656,53.4,-1.7,-0.9,0.37,56.5,2,0,0,286.14
2026-06-01 19:12:30,127.05,FATIGUED,0.220,0.656,53.4,3.3,-0.4,0.25,48.4,3,0,0,285.50
2026-06-01 19:12:31,128.19,FATIGUED,0.227,0.649,53.4,3.6,-2.7,0.15,47.2,3,0,0,285.06
2026-06-01 19:12:32,129.29,FATIGUED,0.236,0.643,53.2,-3.2,1.8,0.10,48.8,3,0,0,283.60
2026-06-01 19:12:33,130.47,FATIGUED,0.259,0.642,53.5,-1.7,1.3,0.07,51.2,3,0,0,282.36
2026-06-01 19:12:34,131.64,ATTENTIVE,0.269,0.639,53.6,5.0,0.8,0.06,53.6,3,0,0,282.40
2026-06-01 19:12:35,132.81,ATTENTIVE,0.262,0.634,52.7,0.2,-0.8,0.05,56.0,3,0,0,283.32
2026-06-01 19:12:37,134.02,ATTENTIVE,0.235,0.646,52.4,4.1,1.3,0.05,58.4,3,0,0,285.11
2026-06-01 19:12:38,135.24,ATTENTIVE,0.235,0.658,52.5,2.6,0.4,0.04,60.8,3,0,0,286.38
2026-06-01 19:12:39,136.48,ATTENTIVE,0.266,0.658,52.8,1.7,-2.1,0.04,63.2,3,0,0,288.54
2026-06-01 19:12:40,137.49,ATTENTIVE,0.280,0.643,53.1,3.9,-1.2,0.04,65.0,3,0,0,289.86
2026-06-01 19:12:41,138.71,ATTENTIVE,0.292,0.646,53.0,1.8,-1.6,0.04,67.4,3,0,0,289.26
2026-06-01 19:12:42,139.90,ATTENTIVE,0.305,0.657,53.0,5.2,0.0,0.04,69.8,3,0,0,291.12
2026-06-01 19:12:44,141.29,ATTENTIVE,0.304,0.659,53.2,2.3,-0.8,0.04,72.2,3,0,0,294.02
2026-06-01 19:12:45,142.58,ATTENTIVE,0.294,0.644,53.2,2.2,-0.8,0.04,74.6,3,0,0,295.87
2026-06-01 19:12:46,143.81,ATTENTIVE,0.289,0.636,53.3,4.1,-0.4,0.04,77.0,3,0,0,298.01
2026-06-01 19:12:48,145.02,ATTENTIVE,0.281,0.640,53.4,2.7,-0.4,0.03,79.4,3,0,0,298.94
2026-06-01 19:12:49,146.27,ATTENTIVE,0.277,0.645,53.3,3.4,0.4,0.03,81.8,3,0,0,300.23
2026-06-01 19:12:50,147.55,ATTENTIVE,0.282,0.644,53.6,5.7,-0.8,0.03,84.2,3,0,0,303.19
2026-06-01 19:12:51,148.72,ATTENTIVE,0.280,0.651,53.7,1.7,-0.4,0.03,86.6,3,0,0,303.55
2026-06-01 19:12:52,150.01,ATTENTIVE,0.281,0.653,53.7,3.1,-0.4,0.03,89.0,3,0,0,305.34
2026-06-01 19:12:54,151.15,ATTENTIVE,0.288,0.662,53.5,2.5,0.0,0.03,91.4,3,0,0,304.53
2026-06-01 19:12:55,152.34,ATTENTIVE,0.288,0.659,53.7,1.2,-0.4,0.03,93.8,3,0,0,303.47
2026-06-01 19:12:56,153.58,ATTENTIVE,0.277,0.652,53.8,2.3,-0.9,0.03,96.2,3,0,0,303.94
2026-06-01 19:12:57,154.77,ATTENTIVE,0.261,0.653,53.5,1.2,-3.1,0.03,98.6,3,0,0,303.03
2026-06-01 19:12:59,156.03,ATTENTIVE,0.253,0.660,53.5,3.6,-0.4,0.03,100.0,3,0,0,302.03
2026-06-01 19:13:00,157.15,ATTENTIVE,0.252,0.641,53.9,3.1,-1.3,0.03,100.0,3,0,0,301.75
2026-06-01 19:13:01,158.24,ATTENTIVE,0.247,0.641,52.5,1.4,-2.6,0.03,100.0,3,0,0,299.41
2026-06-01 19:13:02,159.42,ATTENTIVE,0.233,0.633,51.3,1.7,2.1,0.03,100.0,3,0,0,296.92
2026-06-01 19:13:03,160.55,ATTENTIVE,0.215,0.633,52.0,1.9,1.3,0.03,100.0,3,0,0,295.40
2026-06-01 19:13:04,161.62,ATTENTIVE,0.202,0.630,52.5,1.0,1.3,0.03,100.0,3,0,0,291.96
2026-06-01 19:13:05,162.82,ATTENTIVE,0.216,0.634,53.8,5.2,-1.7,0.03,100.0,3,0,0,291.78
2026-06-01 19:13:07,164.07,ATTENTIVE,0.246,0.629,54.1,3.3,-2.6,0.03,100.0,3,0,0,292.46
2026-06-01 19:13:08,165.29,ATTENTIVE,0.273,0.649,53.7,1.7,0.9,0.03,100.0,3,0,0,291.95
2026-06-01 19:13:09,166.48,ATTENTIVE,0.282,0.643,53.9,5.5,1.7,0.03,100.0,3,0,0,291.88
2026-06-01 19:13:10,167.62,ATTENTIVE,0.280,0.637,54.3,3.5,2.6,0.03,100.0,3,0,0,290.40
2026-06-01 19:13:11,168.65,ATTENTIVE,0.273,0.620,54.3,5.5,3.1,0.02,100.0,3,0,0,289.09
2026-06-01 19:13:12,169.83,ATTENTIVE,0.284,0.554,53.3,-44.5,-5.5,0.02,100.0,3,0,0,288.50
2026-06-01 19:13:13,170.99,ATTENTIVE,0.318,0.466,52.1,-41.7,-4.1,0.01,100.0,3,0,0,287.90
2026-06-01 19:13:15,172.08,ATTENTIVE,0.333,0.405,52.4,-43.4,-5.6,0.01,100.0,3,0,0,286.73
2026-06-01 19:13:16,173.13,ATTENTIVE,0.344,0.392,52.3,-39.9,-3.0,0.00,97.0,3,0,0,283.83
2026-06-01 19:13:17,174.15,FATIGUED,0.301,0.459,53.2,9.3,7.6,0.00,93.0,3,0,0,281.54
2026-06-01 19:13:18,175.23,FATIGUED,0.251,0.561,54.4,7.0,7.5,0.00,89.0,3,0,0,281.10
2026-06-01 19:13:19,176.40,FATIGUED,0.251,0.640,54.5,4.9,6.2,0.00,85.0,3,0,0,280.41
2026-06-01 19:13:20,177.55,FATIGUED,0.258,0.630,54.3,4.0,6.1,0.00,87.4,3,0,0,279.69
2026-06-01 19:13:21,178.75,FATIGUED,0.269,0.628,54.1,0.4,6.9,0.00,89.8,3,0,0,283.30
2026-06-01 19:13:22,179.97,ATTENTIVE,0.271,0.625,54.4,4.4,3.9,0.00,92.2,3,0,0,281.72
2026-06-01 19:13:24,181.03,ATTENTIVE,0.275,0.627,54.4,2.0,3.5,0.00,94.6,3,0,0,278.49
2026-06-01 19:13:25,182.25,ATTENTIVE,0.262,0.634,54.4,4.8,3.6,0.00,97.0,3,0,0,276.88
2026-06-01 19:13:26,183.87,ATTENTIVE,0.247,0.636,54.8,4.7,2.7,0.00,99.4,3,0,0,277.81
2026-06-01 19:13:28,185.12,ATTENTIVE,0.251,0.640,54.8,3.3,3.1,0.00,100.0,3,0,0,288.12
2026-06-01 19:13:29,186.40,ATTENTIVE,0.250,0.637,54.8,3.8,3.1,0.00,100.0,3,0,0,299.79
2026-06-01 19:13:30,187.65,ATTENTIVE,0.253,0.634,54.7,2.7,3.1,0.00,100.0,3,0,0,311.98
2026-06-01 19:13:31,188.91,ATTENTIVE,0.264,0.632,54.7,4.2,2.7,0.00,100.0,3,0,0,324.27
2026-06-01 19:13:33,190.22,ATTENTIVE,0.261,0.634,54.9,5.6,3.8,0.00,100.0,3,0,0,336.87
2026-06-01 19:13:34,191.49,ATTENTIVE,0.258,0.629,55.2,5.3,4.2,0.00,100.0,3,0,0,347.55
2026-06-01 19:13:35,192.74,ATTENTIVE,0.233,0.629,55.4,4.8,6.5,0.00,100.0,3,0,0,358.66
2026-06-01 19:13:37,194.02,ATTENTIVE,0.230,0.637,54.3,3.1,-10.3,0.00,100.0,3,0,0,369.79
2026-06-01 19:13:38,195.28,ATTENTIVE,0.227,0.646,53.8,18.2,2.3,0.00,100.0,3,0,0,381.27
2026-06-01 19:13:40,197.55,ATTENTIVE,0.234,0.645,53.4,6.2,6.1,0.00,100.0,3,0,0,400.77
2026-06-01 19:13:41,198.18,ATTENTIVE,0.235,0.648,54.0,-3.2,6.5,0.00,100.0,3,0,0,415.35
2026-06-01 19:13:42,199.42,ATTENTIVE,0.238,0.644,54.3,-0.3,6.5,0.00,100.0,3,0,0,426.65
2026-06-01 19:13:43,200.70,ATTENTIVE,0.238,0.640,54.3,3.3,4.7,0.00,100.0,3,0,0,439.46
2026-06-01 19:13:44,201.95,ATTENTIVE,0.242,0.629,54.3,6.5,5.1,0.00,100.0,3,0,0,451.07
2026-06-01 19:13:46,203.31,ATTENTIVE,0.244,0.620,54.3,3.3,3.7,0.00,100.0,3,0,0,462.81
2026-06-01 19:13:47,204.51,ATTENTIVE,0.253,0.618,54.3,5.2,3.2,0.00,100.0,3,0,0,476.00
2026-06-01 19:13:48,205.81,ATTENTIVE,0.264,0.625,54.1,3.0,2.6,0.00,100.0,3,0,0,487.96
2026-06-01 19:13:50,207.07,ATTENTIVE,0.274,0.626,54.0,4.0,3.2,0.00,100.0,3,0,0,499.30
2026-06-01 19:13:51,208.34,ATTENTIVE,0.279,0.631,54.0,4.1,4.2,0.00,100.0,3,0,0,510.49
2026-06-01 19:13:52,209.52,ATTENTIVE,0.282,0.635,54.4,1.6,3.3,0.00,100.0,3,0,0,521.18
2026-06-01 19:13:53,210.51,ATTENTIVE,0.260,0.633,54.8,4.3,2.8,0.00,100.0,3,0,0,525.11
2026-06-01 19:13:54,211.71,ATTENTIVE,0.253,0.629,54.7,4.6,3.2,0.00,100.0,3,0,0,526.36
2026-06-01 19:13:55,212.90,ATTENTIVE,0.270,0.629,54.4,4.0,3.2,0.00,100.0,3,0,0,528.57
2026-06-01 19:13:57,214.05,ATTENTIVE,0.280,0.628,54.2,7.8,3.7,0.00,100.0,3,0,0,528.94
2026-06-01 19:13:58,215.19,ATTENTIVE,0.247,0.623,53.3,0.7,3.7,0.00,100.0,3,0,0,527.49
2026-06-01 19:13:59,216.38,ATTENTIVE,0.225,0.623,53.5,3.0,1.8,0.00,100.0,3,0,0,517.11
2026-06-01 19:14:00,217.56,ATTENTIVE,0.262,0.628,54.2,4.0,3.2,0.00,100.0,3,0,0,495.03
2026-06-01 19:14:01,218.65,ATTENTIVE,0.274,0.628,54.5,3.7,2.8,0.00,100.0,3,0,0,471.11
2026-06-01 19:14:02,219.78,ATTENTIVE,0.267,0.642,54.3,4.7,3.3,0.00,100.0,3,0,0,448.45
2026-06-01 19:14:03,220.92,ATTENTIVE,0.265,0.641,54.4,3.4,3.2,0.00,100.0,3,0,0,425.32
2026-06-01 19:14:05,222.07,ATTENTIVE,0.257,0.627,54.6,4.6,3.2,0.00,100.0,3,0,0,386.11
2026-06-01 19:14:06,223.30,ATTENTIVE,0.243,0.619,55.5,-1.0,8.5,0.00,100.0,3,0,0,364.72
2026-06-01 19:14:07,224.91,ATTENTIVE,0.238,0.624,56.4,-1.0,7.7,0.00,100.0,3,0,0,350.94
2026-06-01 19:14:09,226.31,ATTENTIVE,0.226,0.633,56.5,2.7,7.8,0.00,100.0,3,0,0,354.26
2026-06-01 19:14:10,227.56,ATTENTIVE,0.207,0.644,56.3,7.2,18.7,0.00,100.0,3,0,0,354.95
2026-06-01 19:14:11,228.78,ATTENTIVE,0.213,0.655,56.0,4.2,12.9,0.00,100.0,3,0,0,354.20
2026-06-01 19:14:13,230.06,ATTENTIVE,0.213,0.668,55.9,9.4,14.3,0.00,100.0,3,0,0,353.68
2026-06-01 19:14:14,231.35,ATTENTIVE,0.220,0.676,55.7,5.5,13.5,0.00,100.0,3,0,0,355.14
2026-06-01 19:14:15,232.63,ATTENTIVE,0.240,0.669,55.2,12.2,8.0,0.00,100.0,3,0,0,361.81
2026-06-01 19:14:16,233.87,ATTENTIVE,0.226,0.677,54.4,0.4,4.7,0.00,100.0,3,0,0,372.27
2026-06-01 19:14:18,235.14,ATTENTIVE,0.213,0.658,53.3,-19.7,2.8,0.00,100.0,3,0,0,382.89
2026-06-01 19:14:19,236.40,ATTENTIVE,0.216,0.639,53.4,-8.1,0.9,0.00,100.0,3,0,0,393.90
2026-06-01 19:14:20,237.63,ATTENTIVE,0.226,0.622,53.7,-7.2,0.5,0.00,100.0,3,0,0,405.14
2026-06-01 19:14:21,238.87,ATTENTIVE,0.234,0.619,54.3,-6.6,1.4,0.00,100.0,3,0,0,414.84
2026-06-01 19:14:23,240.14,ATTENTIVE,0.246,0.600,54.5,-4.0,2.8,0.00,100.0,3,0,0,426.17
2026-06-01 19:14:24,241.41,ATTENTIVE,0.242,0.607,54.8,-2.4,2.8,0.00,100.0,3,0,0,437.12
2026-06-01 19:14:25,242.71,ATTENTIVE,0.233,0.606,55.0,-3.8,3.8,0.00,100.0,3,0,0,449.25
2026-06-01 19:14:27,244.13,ATTENTIVE,0.228,0.611,55.2,-3.8,3.8,0.00,100.0,3,0,0,460.45
2026-06-01 19:14:28,245.44,ATTENTIVE,0.227,0.612,55.3,-4.0,4.3,0.00,100.0,3,0,0,474.41
2026-06-01 19:14:29,246.75,ATTENTIVE,0.224,0.611,55.4,-3.9,4.6,0.00,100.0,3,0,0,485.66
2026-06-01 19:14:31,248.05,ATTENTIVE,0.228,0.610,55.4,-4.4,4.7,0.00,100.0,3,0,0,497.43
2026-06-01 19:14:32,249.54,ATTENTIVE,0.221,0.616,55.0,3.1,8.4,0.00,100.0,3,0,0,512.77
2026-06-01 19:14:33,250.83,ATTENTIVE,0.219,0.626,54.2,2.8,5.5,0.00,100.0,3,0,0,524.81
2026-06-01 19:14:35,252.11,ATTENTIVE,0.221,0.629,53.4,-0.3,7.5,0.00,100.0,3,0,0,536.71
2026-06-01 19:14:36,253.56,ATTENTIVE,0.207,0.631,53.1,-7.4,7.0,0.00,100.0,3,0,0,550.82
2026-06-01 19:14:37,254.81,ATTENTIVE,0.214,0.638,53.0,-3.3,7.3,0.00,100.0,3,0,0,562.12
2026-06-01 19:14:39,256.02,ATTENTIVE,0.207,0.638,52.8,-3.2,6.2,0.00,100.0,3,0,0,573.69
2026-06-01 19:14:40,257.22,ATTENTIVE,0.193,0.627,52.4,-3.5,5.5,0.00,100.0,3,0,0,583.29
2026-06-01 19:14:41,258.45,ATTENTIVE,0.193,0.624,52.6,-3.2,5.5,0.01,100.0,3,0,0,594.49
2026-06-01 19:14:42,259.70,ATTENTIVE,0.201,0.626,52.9,-4.4,4.6,0.01,100.0,3,0,0,604.56
2026-06-01 19:14:43,260.96,ATTENTIVE,0.205,0.628,53.4,-4.5,6.2,0.01,100.0,3,0,0,615.43
2026-06-01 19:14:45,262.25,ATTENTIVE,0.218,0.633,53.5,-4.8,5.1,0.01,100.0,3,0,0,626.31
2026-06-01 19:14:46,263.51,ATTENTIVE,0.220,0.646,53.6,-4.8,5.8,0.00,100.0,3,0,0,636.31
2026-06-01 19:14:47,264.73,ATTENTIVE,0.206,0.657,53.6,-2.9,4.2,0.00,100.0,3,0,0,631.66
2026-06-01 19:14:48,265.85,ATTENTIVE,0.218,0.659,53.7,-5.0,3.0,0.00,100.0,3,0,0,620.86
2026-06-01 19:14:50,267.03,ATTENTIVE,0.244,0.655,53.9,-3.5,4.7,0.00,100.0,3,0,0,599.98
2026-06-01 19:14:51,268.31,ATTENTIVE,0.253,0.652,54.0,-2.2,3.4,0.00,100.0,3,0,0,579.08
2026-06-01 19:14:52,269.52,ATTENTIVE,0.256,0.654,53.6,-4.5,2.6,0.00,100.0,3,0,0,558.25
2026-06-01 19:14:53,270.71,ATTENTIVE,0.248,0.657,53.8,-1.3,3.8,0.00,100.0,3,0,0,536.88
2026-06-01 19:14:54,271.86,ATTENTIVE,0.255,0.655,53.9,-5.2,2.2,0.00,100.0,3,0,0,522.21
2026-06-01 19:14:56,273.03,ATTENTIVE,0.249,0.652,54.3,-6.5,2.3,0.00,100.0,3,0,0,499.92
2026-06-01 19:14:57,274.23,ATTENTIVE,0.229,0.642,53.8,4.0,4.5,0.00,100.0,3,0,0,474.70
2026-06-01 19:14:58,275.31,ATTENTIVE,0.211,0.646,52.6,-1.0,5.2,0.00,100.0,3,0,0,450.99
2026-06-01 19:14:59,276.41,ATTENTIVE,0.211,0.648,53.3,6.2,4.0,0.00,100.0,3,0,0,422.79
2026-06-01 19:15:00,277.62,ATTENTIVE,0.236,0.649,54.8,-3.1,7.5,0.00,100.0,3,0,0,396.85
2026-06-01 19:15:01,278.76,ATTENTIVE,0.254,0.628,54.7,1.0,8.0,0.00,100.0,3,0,0,375.07
2026-06-01 19:15:02,279.90,ATTENTIVE,0.262,0.626,54.4,-0.0,7.6,0.00,100.0,3,0,0,354.62
2026-06-01 19:15:04,281.04,ATTENTIVE,0.247,0.630,54.4,5.9,5.9,0.00,100.0,3,0,0,333.01
2026-06-01 19:15:05,282.30,ATTENTIVE,0.231,0.637,54.9,1.5,6.8,0.00,100.0,3,0,0,311.62
2026-06-01 19:15:06,283.48,ATTENTIVE,0.216,0.627,55.1,3.8,6.4,0.00,100.0,3,0,0,294.39
2026-06-01 19:15:08,285.30,ATTENTIVE,0.215,0.625,55.0,-0.2,4.5,0.00,100.0,3,0,0,299.78
2026-06-01 19:15:09,286.96,ATTENTIVE,0.224,0.621,54.9,-2.1,4.2,0.00,100.0,3,0,0,311.36
2026-06-01 19:15:10,287.88,ATTENTIVE,0.224,0.623,54.9,-2.2,3.6,0.00,100.0,3,0,0,323.08
2026-06-01 19:15:12,289.68,ATTENTIVE,0.222,0.632,54.8,9.2,0.5,0.00,100.0,3,0,0,342.67
2026-06-08 10:29:33,124.66,CALIBRATING,0.347,0.678,50.0,14.8,0.0,0.00,100.0,0,0,0,34.36
2026-06-08 10:29:34,124.87,CALIBRATING,0.347,0.692,50.0,15.4,-0.4,0.00,100.0,0,0,0,71.49
